256,620
296,244
152,620
204,512
240,512
508,468
456,192
512,652
452,256
84,556
96,256
156,616
348,452
364,256
512,564
456,448
344,604
104,192
52,400
464,256
204,664
456,516
260,608
352,512
152,240
308,408
416,608
356,412
196,188
192,404
192,360
304,564
96,240
156,352
208,296
456,468
244,556
448,256
248,560
140,360
356,352
148,604
48,460
416,200
352,300
240,660
304,256
248,512
204,656
144,656
260,340
52,508
508,292
452,352
356,416
452,200
448,456
400,240
348,448
348,312
248,452
88,560
204,448
92,420
360,516
304,364
516,548
192,400
404,508
44,560
84,660
300,312
44,244
392,660
248,520
140,364
152,312
200,416
100,448
344,672
140,248
308,200
464,208
456,612
252,652
140,416
392,460
464,564
456,600
84,248
468,660
448,616
96,568
92,200
452,292
148,608
192,188
144,564
308,664
348,300
420,244
196,600
244,240
292,300
192,416
296,500
244,204
44,292
448,568
452,564
460,652
508,460
100,192
40,500
256,260
300,504
244,252
52,656
156,452
404,208
516,352
396,400
456,496
304,244
204,400
292,660
348,296
156,508
256,296
292,504
248,208
352,416
196,520
404,500
456,292
204,200
204,508
452,304
92,292
152,308
508,256
360,396
500,196
144,308
348,416
244,452
88,312
140,560
448,396
340,200
312,404
88,300
308,400
412,420
248,396
260,252
256,256
300,204
360,400
88,352
244,256
196,548
200,620
392,508
364,660
204,252
452,364
400,664
392,200
500,660
196,396
36,404
304,616
304,292
144,252
356,248
360,256
352,400
200,652
292,400
500,248
44,248
456,520
144,292
88,408
300,244
152,672
96,500
360,464
148,396
100,308
396,252
360,296
188,668
240,192
244,192
456,548
292,248
96,304
500,568
404,564
344,256
408,552
404,416
296,604
444,616
96,664
152,248
252,600
252,504
412,456
456,312
148,196
92,660
100,608
504,548
508,608
296,560
84,656
148,344
508,496
500,348
504,572
256,452
360,196
404,660
308,252
104,360
96,408
308,312
464,464
516,656
508,396
448,248
252,568
456,396
92,516
188,360
356,516
348,360
52,360
48,396
464,260
200,204
204,500
148,620
464,296
92,500
292,196
464,556
96,512
412,396
352,604
200,296
192,620
196,244
40,616
36,608
248,192
156,612
40,300
496,412
256,240
404,256
504,404
448,208
36,568
500,352
300,344
92,664
400,668
504,608
292,676
504,660
144,316
80,452
196,672
404,344
400,504
40,244
244,656
244,512
296,620
356,620
404,548
452,296
344,244
136,348
288,664
356,604
244,308
300,564
156,660
52,296
300,248
304,656
48,672
260,256
136,360
152,616
196,508
248,196
140,192
240,516
256,300
344,192
104,660
400,412
364,664
288,404
292,612
300,208
392,512
196,664
460,564
316,396
448,292
408,660
296,664
88,244
260,456
104,244
292,404
100,300
188,212
100,656
36,668
456,664
52,300
500,192
44,404
296,196
44,448
512,556
100,464
92,552
348,260
32,456
312,608
196,568
508,676
52,212
208,348
152,404
52,464
92,244
92,452
44,604
344,500
504,672
44,496
144,396
152,600
200,304
136,452
144,448
456,660
396,672
248,672
248,292
40,560
104,504
136,460
356,340
188,460
256,500
344,296
252,356
100,364
136,400
96,448
300,664
412,564
256,212
340,352
32,616
256,204
244,244
512,448
448,200
52,660
196,616
88,664
344,308
448,196
196,572
508,620
36,660
496,612
240,404
204,596
240,300
304,464
208,508
456,248
460,556
52,460
100,620
200,656
500,208
296,208
500,664
460,664
352,660
188,252
196,252
240,304
84,668
352,652
96,660
248,400
40,464
356,600
152,512
348,192
240,612
244,568
288,508
52,504
440,364
300,456
52,664
344,396
444,252
360,552
300,364
92,192
516,348
136,256
360,608
300,252
500,556
96,496
296,396
196,360
136,508
48,400
460,672
40,516
512,416
448,312
504,400
312,408
308,356
256,656
148,348
460,408
204,516
256,344
456,200
40,188
140,516
92,652
244,572
352,456
400,356
204,620
252,672
300,260
244,664
452,616
208,308
512,308
152,352
200,352
508,552
240,400
36,296
344,304
360,560
292,464
192,604
400,464
404,604
504,352
396,244
144,256
504,664
360,564
464,568
452,412
360,568
304,516
348,616
500,260
400,612
156,504
444,196
296,412
308,516
84,408
464,516
52,304
468,344
204,208
448,360
88,468
360,344
156,460
348,400
508,516
256,668
92,308
360,200
496,460
156,236
296,464
396,396
340,560
296,600
96,208
500,448
348,460
348,468
36,364
96,312
504,304
312,304
460,500
240,616
364,456
136,356
464,304
32,196
516,504
200,248
352,600
448,620
144,312
84,560
304,240
96,596
32,248
500,656
40,620
500,452
92,508
244,400
192,512
252,496
356,616
204,616
44,296
460,240
404,400
32,408
148,572
408,452
460,668
512,668
404,240
96,192
408,196
188,408
152,664
456,308
304,260
352,356
292,256
96,552
248,248
96,656
356,560
100,544
152,400
144,500
452,456
36,516
40,508
192,564
244,500
48,564
364,340
456,256
104,408
340,508
96,608
296,668
84,252
48,208
504,300
148,600
48,448
400,252
312,352
88,668
136,304
404,572
468,200
296,400
104,248
356,564
192,304
92,204
300,552
408,448
136,552
400,292
104,412
516,204
92,296
456,344
408,600
92,568
464,504
200,664
148,672
256,244
452,552
252,616
248,256
84,604
400,508
500,356
412,404
412,400
212,292
36,400
408,504
144,548
344,348
344,620
140,404
456,408
136,352
292,452
140,564
296,552
448,608
404,496
208,512
308,556
36,204
396,308
36,572
392,560
96,464
500,312
148,240
104,252
364,668
400,460
456,460
456,260
304,208
240,256
256,252
412,452
92,496
244,620
396,192
156,456
236,564
208,300
288,456
32,612
104,296
48,196
32,404
488,300
304,360
252,192
508,456
308,672
96,604
152,460
100,304
500,496
500,612
412,196
244,660
468,560
400,408
132,356
32,620
208,192
200,672
92,504
504,364
204,672
464,308
204,552
240,248
448,192
96,308
344,512
36,560
100,252
408,416
512,660
404,304
100,516
356,300
48,192
188,656
504,240
92,352
192,240
196,516
296,296
444,360
52,248
104,452
452,604
204,456
40,520
304,192
104,304
32,252
84,200
352,500
464,460
400,256
140,244
400,568
256,504
96,600
208,244
208,460
404,504
444,608
412,604
256,408
92,256
96,456
504,556
44,552
192,464
308,604
248,296
100,244
352,556
52,408
196,512
44,344
504,620
100,296
48,604
52,308
456,240
140,600
96,404
408,656
396,656
292,556
44,668
48,244
32,360
252,416
84,504
240,500
140,252
148,512
104,204
500,408
512,304
304,296
400,652
516,248
296,204
344,412
196,344
460,612
244,456
344,452
244,552
500,516
396,508
52,552
40,192
300,508
92,520
196,256
44,360
464,412
192,568
192,612
192,656
304,468
448,512
508,364
396,344
500,360
496,244
508,356
416,560
360,668
444,408
192,296
396,560
252,620
196,192
512,504
84,392
348,612
188,516
364,248
512,412
36,652
44,608
92,672
360,508
496,468
464,204
508,452
400,672
144,556
100,348
516,512
136,252
36,196
48,416
512,200
356,312
256,516
400,556
152,448
504,448
512,468
460,312
296,300
464,356
300,292
44,308
316,252
48,304
188,400
188,564
296,344
404,196
92,344
444,504
44,352
192,248
32,508
308,504
256,292
496,404
52,192
244,668
296,508
240,604
252,396
204,296
300,652
252,448
260,444
348,348
304,196
44,452
408,560
204,564
516,508
40,468
412,300
48,508
192,204
308,256
200,660
348,408
392,556
252,196
508,668
96,260
200,200
456,464
144,416
96,620
304,560
156,464
52,456
512,456
140,344
288,352
200,568
312,612
508,512
260,300
460,608
256,364
292,564
404,356
408,604
296,252
208,456
240,460
88,256
456,504
300,468
460,296
364,308
300,572
408,412
260,564
244,672
52,244
412,204
352,352
452,208
152,260
512,656
40,240
408,296
44,572
44,348
260,560
252,360
96,292
192,448
416,508
44,456
468,196
452,260
300,616
396,660
144,520
240,204
504,668
148,664
140,508
260,200
156,356
516,568
516,616
48,248
496,560
300,452
136,340
104,456
408,508
88,452
448,564
408,460
36,664
152,360
460,204
208,252
188,300
292,304
196,296
48,260
96,188
356,344
140,452
44,508
260,308
100,256
468,664
36,676
140,200
104,464
468,500
156,184
516,464
152,552
136,412
148,500
196,260
516,620
304,448
188,248
444,304
196,456
204,352
464,192
356,192
312,508
504,256
248,500
504,496
408,240
296,308
396,500
48,616
508,312
304,512
192,516
48,296
252,348
100,412
36,452
308,568
200,240
260,408
512,244
240,504
444,660
312,564
44,568
292,348
344,252
48,292
140,608
40,260
44,616
448,408
24,196
252,556
88,304
508,344
36,308
100,204
456,196
100,460
48,464
40,548
40,352
300,296
452,508
92,364
156,192
292,352
192,560
408,620
456,304
496,256
460,448
148,564
248,352
512,196
248,664
412,412
360,292
144,600
504,652
96,196
496,304
412,248
348,560
240,296
208,464
100,660
200,612
100,352
304,252
204,240
152,652
208,452
448,356
508,652
352,208
308,448
88,248
40,504
468,252
512,608
416,612
152,660
48,404
36,188
100,416
136,244
348,516
300,348
152,468
196,452
516,608
308,508
152,604
392,196
444,560
40,456
496,556
348,656
392,248
348,356
408,352
512,260
36,304
448,352
200,252
504,192
92,616
348,344
500,672
152,252
408,668
148,504
352,260
460,208
452,568
252,364
500,512
136,516
140,672
304,404
152,500
32,504
452,452
248,204
512,364
244,416
296,672
200,292
200,616
252,260
460,616
456,500
204,504
460,508
468,608
88,400
208,612
400,452
256,312
36,356
208,360
96,460
452,504
140,400
