593,402
663,688
195,393
680,724
675,422
185,489
648,714
450,296
816,870
641,463
897,889
395,535
808,530
847,292
476,701
396,555
541,174
420,757
130,774
638,226
122,71
382,755
614,68
838,290
355,533
458,211
114,409
557,183
563,205
871,497
122,698
104,159
415,670
855,203
791,732
910,248
880,634
150,148
168,382
901,231
932,525
420,263
432,778
122,709
685,462
569,644
460,735
630,705
92,110
249,415
598,681
422,819
406,155
424,512
459,688
328,500
57,770
147,461
810,942
107,725
974,562
551,148
351,488
114,732
187,709
865,644
171,679
177,508
829,888
920,567
179,790
407,704
190,473
763,245
561,197
620,114
799,871
223,476
184,493
844,886
699,107
877,831
846,476
753,122
679,321
645,711
309,715
94,131
672,704
612,703
366,546
660,718
143,728
794,270
610,434
186,384
423,491
850,480
833,870
194,471
952,233
753,881
109,151
796,618
186,401
691,412
852,200
475,273
398,212
606,696
221,137
608,355
231,813
355,179
177,773
114,696
827,925
576,302
655,715
104,804
393,302
132,239
634,647
581,360
827,752
142,550
398,805
618,147
130,63
578,325
164,496
443,778
368,494
430,105
133,365
547,402
175,495
845,354
620,684
158,704
826,809
502,413
784,933
351,484
691,435
594,414
595,668
168,725
879,486
704,184
350,771
821,264
181,489
628,734
634,406
156,487
411,716
916,220
427,220
521,712
836,523
890,213
916,593
451,489
706,455
433,231
137,416
851,232
140,750
120,117
555,463
844,314
74,768
159,86
834,571
812,320
821,524
795,803
381,764
340,190
376,141
25,170
193,464
629,714
897,263
598,89
626,626
376,263
190,723
330,492
429,150
992,537
326,506
185,64
906,202
884,312
770,531
135,438
155,755
620,413
820,938
427,328
83,217
197,553
903,521
449,188
717,896
491,274
869,605
772,532
661,482
359,793
900,601
131,504
522,395
604,218
436,714
103,820
113,477
916,586
832,812
349,514
682,716
189,770
712,143
399,704
83,199
117,115
142,439
758,440
394,712
575,762
401,246
657,329
781,276
162,755
418,130
122,10
692,199
951,277
750,907
944,203
599,441
437,760
841,897
396,231
546,144
707,649
383,632
775,839
595,402
613,174
913,611
673,82
214,508
804,299
488,246
666,155
631,244
401,723
411,823
571,57
662,107
611,778
634,740
487,668
524,783
400,438
146,103
851,557
769,128
445,718
855,488
640,157
807,895
899,252
177,460
453,299
444,259
394,146
836,189
843,607
199,90
848,798
560,695
814,846
128,694
59,175
360,285
165,431
162,382
164,150
614,197
828,244
872,233
826,237
89,125
379,780
691,168
78,752
796,620
65,689
808,848
859,486
904,489
636,598
693,673
175,145
457,229
709,384
575,407
412,838
922,234
881,302
303,559
254,741
395,515
409,179
391,749
529,442
549,608
695,172
613,668
420,726
222,475
385,786
634,140
835,251
792,818
884,532
858,523
574,470
191,474
329,809
57,201
410,201
558,764
481,260
853,299
711,678
574,642
562,173
199,460
861,528
81,88
452,202
27,178
694,798
616,450
122,768
453,292
758,737
849,271
491,198
669,131
154,476
842,199
122,780
192,91
903,595
156,677
897,548
180,776
405,796
517,465
927,199
143,405
335,755
160,811
448,558
382,718
841,536
809,294
190,75
414,316
176,504
639,842
911,251
528,168
562,475
106,422
464,331
746,826
152,483
199,590
899,274
508,135
635,545
372,248
542,668
615,653
662,682
362,227
652,371
519,440
176,235
425,517
400,536
636,423
880,511
64,205
818,343
647,118
573,474
334,438
367,797
773,252
214,146
459,693
585,765
356,400
828,496
479,299
804,256
637,334
647,674
842,478
460,461
168,398
805,880
460,187
621,453
635,708
438,778
391,463
758,953
173,94
183,461
430,823
416,768
630,430
690,71
877,541
635,401
760,119
651,184
454,272
593,815
676,748
623,732
470,201
650,714
924,536
391,737
119,732
432,279
115,176
593,410
691,209
348,508
454,765
591,86
891,254
425,488
950,570
540,322
626,700
442,558
646,79
329,693
571,419
363,204
871,202
376,206
595,420
682,769
488,505
118,450
102,56
685,654
142,158
762,868
899,526
120,448
360,248
206,425
630,223
371,769
425,497
695,100
171,171
79,173
317,699
817,769
828,275
859,268
704,680
785,888
576,354
336,815
368,518
897,637
849,254
635,145
809,206
596,84
782,852
430,487
868,451
449,730
777,782
882,287
426,665
188,383
676,489
878,532
819,893
108,240
521,394
358,279
124,477
471,228
673,172
670,59
472,717
625,102
125,684
527,121
867,485
178,361
170,423
404,809
814,529
331,632
165,778
556,176
237,459
472,578
576,383
277,739
691,717
154,455
977,567
110,751
742,197
658,326
167,496
339,737
667,716
167,678
987,531
677,154
651,358
190,704
868,543
568,721
94,455
489,184
910,551
324,794
469,241
864,489
212,660
539,103
456,238
445,299
975,553
392,756
590,667
382,801
119,98
568,690
349,447
596,105
710,464
784,803
808,498
934,256
318,751
378,425
893,250
212,488
783,202
549,488
623,785
447,246
161,78
634,189
613,170
837,891
226,381
803,557
195,666
546,687
399,565
611,145
184,736
618,628
265,761
447,507
395,670
540,408
449,342
863,895
548,132
409,703
905,514
658,181
724,647
566,750
636,392
195,189
328,756
587,129
627,645
881,850
652,83
407,595
897,544
837,330
575,110
795,846
177,394
417,244
102,439
833,346
883,320
140,435
176,743
777,591
625,113
370,223
407,739
342,495
576,702
604,719
375,145
762,255
88,476
362,537
591,625
357,500
162,701
593,193
408,227
111,74
142,466
342,247
880,891
180,763
876,528
415,517
616,664
932,532
57,721
633,145
211,481
676,177
124,719
584,406
802,766
188,814
137,682
405,210
163,72
674,364
730,146
406,749
355,732
196,551
813,581
577,191
396,512
221,447
422,239
114,443
469,226
479,741
824,674
556,200
896,603
157,756
87,474
298,432
670,341
354,175
743,126
437,739
553,127
152,757
889,479
824,917
931,274
673,117
855,222
410,232
847,236
424,809
364,306
817,484
593,392
808,880
435,440
375,466
53,156
651,423
375,766
